org_id	org_name	org_tax_level	org_tax_id	subspecies_tax_id	subspecies_name	species_tax_id	species_name	genus_tax_id	genus_name	family_tax_id	family_name	kingdom_tax_id	kingdom_name	superkingdom_tax_id	superkingdom_name
NPO14502	Pogonolepis muelleriana	Species	1231693	NA	NA	1231693	Pogonolepis muelleriana	125753	Pogonolepis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14503	Glycosmis craibii	Species	1224765	NA	NA	1224765	Glycosmis craibii	68543	Glycosmis	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO14504	Alectoria divergens	Species	NA	NA	NA	NA	NA	111638	Alectoria	78060	Parmeliaceae	4751	Fungi	2759	Eukaryota
NPO14505	Lactobacillus reuteri	Species	1598	NA	NA	1598	Lactobacillus reuteri	1578	Lactobacillus	33958	Lactobacillaceae	NA	NA	2	Bacteria
NPO14506	Monarda fistulosa	Species	39344	NA	NA	39344	Monarda fistulosa	39171	Monarda	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14507.1	Quercus ithaburensis subsp. macrolepis	Subspecies	58332	58332	quercus ithaburensis subsp. macrolepis	407999	Quercus ithaburensis	3511	Quercus	3503	Fagaceae	33090	Viridiplantae	2759	Eukaryota
NPO14508	Aconitum heterophyllum	Species	279769	NA	NA	279769	Aconitum heterophyllum	49188	Aconitum	3440	Ranunculaceae	33090	Viridiplantae	2759	Eukaryota
NPO14509	Stevia seleriana	Species	558509	NA	NA	558509	Stevia seleriana	55669	Stevia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO1451	Aspergillus duricaulis	Species	75552	NA	NA	75552	Aspergillus duricaulis	5052	Aspergillus	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO14510	Streptomyces acidiscabies	Species	42234	NA	NA	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.1	Streptomyces acidiscabies 84.104	Subspecies	NA	NA	Streptomyces acidiscabies 84.104	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.2	Streptomyces acidiscabies 84-182	Subspecies	NA	NA	Streptomyces acidiscabies 84-182	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.3	Streptomyces acidiscabies 84-45	Subspecies	NA	NA	Streptomyces acidiscabies 84-45	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.4	Streptomyces acidiscabies 85.06	Subspecies	NA	NA	Streptomyces acidiscabies 85.06	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.5	Streptomyces acidiscabies 90.25	Subspecies	NA	NA	Streptomyces acidiscabies 90.25	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.6	Streptomyces acidiscabies atcc 49003	Subspecies	NA	NA	Streptomyces acidiscabies ATCC 49003	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.7	Streptomyces acidiscabies atcc 49003t	Subspecies	NA	NA	Streptomyces acidiscabies ATCC 49003T	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14510.8	Streptomyces acidiscabies s-66	Subspecies	NA	NA	Streptomyces acidiscabies S-66	42234	Streptomyces acidiscabies	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14511	Lespedeza striata	Species	NA	NA	NA	NA	NA	53892	Lespedeza	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14512	Oleum sesami	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14513	Lupinus laxus	Species	NA	NA	NA	NA	NA	3869	Lupinus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14515	Peschiera affinis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14518	Ateleia herbert-smithii	Species	53831	NA	NA	53831	Ateleia herbert-smithii	53830	Ateleia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14519	Coryphantha greenwoodii	Species	NA	NA	NA	NA	NA	130108	Coryphantha	3593	Cactaceae	33090	Viridiplantae	2759	Eukaryota
NPO14520	Bassia muricata	Species	267505	NA	NA	267505	Bassia muricata	83153	Bassia	1804623	Chenopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14521	Oxalis purpurea	Species	245262	NA	NA	245262	Oxalis purpurea	4034	Oxalis	4033	Oxalidaceae	33090	Viridiplantae	2759	Eukaryota
NPO14522	Uvaria cuneifolia	Species	672958	NA	NA	672958	Uvaria cuneifolia	174969	Uvaria	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO14524	Delisea pulchra	Species	40385	NA	NA	40385	Delisea pulchra	38530	Delisea	31365	Bonnemaisoniaceae	NA	NA	2759	Eukaryota
NPO14526	Plectranthus caninus	Species	1162216	NA	NA	1162216	Plectranthus caninus	41227	Plectranthus	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14528	Pneumatospora obcoronata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14529	Asterias rubens	Species	7604	NA	NA	7604	Asterias rubens	7601	Asterias	7600	Asteriidae	33208	Metazoa	2759	Eukaryota
NPO14531	Dalbergia inundata	Species	1353457	NA	NA	1353457	Dalbergia inundata	53862	Dalbergia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14532	Salmea scandens	Species	518836	NA	NA	518836	Salmea scandens	53731	Salmea	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14533	Gomphrena macrocephala	Species	451943	NA	NA	451943	Gomphrena macrocephala	169521	Gomphrena	3563	Amaranthaceae	33090	Viridiplantae	2759	Eukaryota
NPO14535	Swertia fasciculata	Species	NA	NA	NA	NA	NA	39241	Swertia	21472	Gentianaceae	33090	Viridiplantae	2759	Eukaryota
NPO14536	Polygoni tinctorii foliu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14537	Manfreda tigrina	Species	NA	NA	NA	NA	NA	39543	Manfreda	40552	Asparagaceae	33090	Viridiplantae	2759	Eukaryota
NPO14538	Bidens bipinnatus	Species	NA	NA	NA	NA	NA	42336	Bidens	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14540	Bulgaria pura	Species	NA	NA	NA	NA	NA	73171	Bulgaria	221899	Bulgariaceae	4751	Fungi	2759	Eukaryota
NPO14541	Isodon oresbia	Species	NA	NA	NA	NA	NA	204130	Isodon	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14543	Mycena sanguinolenta	Species	230812	NA	NA	230812	Mycena sanguinolenta	41247	Mycena	5351	Tricholomataceae	4751	Fungi	2759	Eukaryota
NPO14544	Maytenus chuchuhuasca	Species	NA	NA	NA	NA	NA	123430	Maytenus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO14546	Ichthyomethia piscipula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14547	Ilex pubescens	Species	185543	NA	NA	185543	Ilex pubescens	4295	Ilex	4294	Aquifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO14547.1	Ilex pubescens var. glaber	Varieties	NA	NA	Ilex pubescens var. glaber	NA	Ilex pubescens 	4295	Ilex	4294	Aquifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO14548	Ilex rotunda	Species	53211	NA	NA	53211	Ilex rotunda	4295	Ilex	4294	Aquifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO14549	Goyazianthus tetrastichus	Species	1745063	NA	NA	1745063	Goyazianthus tetrastichus	1745062	Goyazianthus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO1455	Aspergillus caelatus	Species	61420	NA	NA	61420	Aspergillus caelatus	5052	Aspergillus	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO14552	Stevia tomentosa	Species	558517	NA	NA	558517	Stevia tomentosa	55669	Stevia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14553	Eupatorium semiserratum	Species	103755	NA	NA	103755	Eupatorium semiserratum	13516	Eupatorium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14554	Stevia ovata	Species	558495	NA	NA	558495	Stevia ovata	55669	Stevia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14555	Porella swartziana	Species	460670	NA	NA	460670	Porella swartziana	56942	Porella	56912	Porellaceae	33090	Viridiplantae	2759	Eukaryota
NPO14556	Iris missouriensis	Species	207932	NA	NA	207932	Iris missouriensis	26378	Iris	26339	Iridaceae	33090	Viridiplantae	2759	Eukaryota
NPO14557	Dictyopteris undulata	Species	156997	NA	NA	156997	Dictyopteris undulata	112054	Dictyopteris	2874	Dictyotaceae	NA	NA	2759	Eukaryota
NPO14558	Aquilaria sinensis	Species	210372	NA	NA	210372	Aquilaria sinensis	69461	Aquilaria	39987	Thymelaeaceae	33090	Viridiplantae	2759	Eukaryota
NPO14559	Acer saccharum	Species	4024	NA	NA	4024	Acer saccharum	4022	Acer	23672	Sapindaceae	33090	Viridiplantae	2759	Eukaryota
NPO1456	Bersama abyssinica	Species	113247	NA	NA	113247	Bersama abyssinica	85175	Bersama	85174	Melianthaceae	33090	Viridiplantae	2759	Eukaryota
NPO14561	Walsura yunnanensis	Species	1679371	NA	NA	1679371	Walsura yunnanensis	124956	Walsura	43707	Meliaceae	33090	Viridiplantae	2759	Eukaryota
NPO14563	Kalimeris shimadae	Species	NA	NA	NA	NA	NA	72944	Kalimeris	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14564	Oophaga pumilio	Species	51950	NA	NA	51950	Oophaga pumilio	1004435	Oophaga	43469	Dendrobatidae	33208	Metazoa	2759	Eukaryota
NPO14565	Strychnos froesii	Species	NA	NA	NA	NA	NA	26496	Strychnos	26468	Loganiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14566	Delphinium fangshanense	Species	NA	NA	NA	NA	NA	46246	Delphinium	3440	Ranunculaceae	33090	Viridiplantae	2759	Eukaryota
NPO14567	Ursinia anethoides	Species	NA	NA	NA	NA	NA	41656	Ursinia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO1457	Phoma asparagi	Species	NA	NA	NA	NA	NA	37463	Phoma	683158	Didymellaceae	4751	Fungi	2759	Eukaryota
NPO14571	Ophryosporus piquerioides	Species	NA	NA	NA	NA	NA	1745122	Ophryosporus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14572	Senecio latifolius	Species	422353	NA	NA	422353	Senecio latifolius	18794	Senecio	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14573	Calculus bovis artificiosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14574	Sandersonia aurantiaca	Species	61864	NA	NA	61864	Sandersonia aurantiaca	61863	Sandersonia	4677	Liliaceae	33090	Viridiplantae	2759	Eukaryota
NPO14575	Periploca forrestii	Species	NA	NA	NA	NA	NA	347720	Periploca	173647	Cosmopterigidae	33208	Metazoa	2759	Eukaryota
NPO14576	Trichoderma atroviride	Species	63577	NA	NA	63577	Trichoderma atroviride	5543	Trichoderma	5129	Hypocreaceae	4751	Fungi	2759	Eukaryota
NPO14577	Chilopsis linearis	Species	69901	NA	NA	69901	Chilopsis linearis	69900	Chilopsis	24079	Bignoniaceae	33090	Viridiplantae	2759	Eukaryota
NPO14578	Prorocentrum micans	Species	2945	NA	NA	2945	Prorocentrum micans	2944	Prorocentrum	2943	Prorocentraceae	NA	NA	2759	Eukaryota
NPO14579	Mentha spicata	Species	29719	NA	NA	29719	Mentha spicata	21819	Mentha	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14579.1	Mentha spicata subsp. condensata	Subspecies	1150290	1150290	mentha spicata subsp. condensata	29719	Mentha spicata	21819	Mentha	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO1458	Burkholderia gladioli	Species	28095	NA	NA	28095	Burkholderia gladioli	32008	Burkholderia	119060	Burkholderiaceae	NA	NA	2	Bacteria
NPO14580	Heliotropium strigosum	Species	248302	NA	NA	248302	Heliotropium strigosum	21621	Heliotropium	1561072	Heliotropiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14581	Rubia schumanniana	Species	1650718	NA	NA	1650718	Rubia schumanniana	25473	Rubia	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14582	Spinacia oleracea	Species	3562	NA	NA	3562	Spinacia oleracea	3561	Spinacia	1804623	Chenopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14583	Elsholtzia stauntonii	Species	41226	NA	NA	41226	Elsholtzia stauntonii	41225	Elsholtzia	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14584	Pinus orientalis	Species	NA	NA	NA	NA	NA	139271	Pinus	3318	Pinaceae	33090	Viridiplantae	2759	Eukaryota
NPO14585	Iris xiphium	Species	889465	NA	NA	889465	Iris xiphium	26378	Iris	26339	Iridaceae	33090	Viridiplantae	2759	Eukaryota
NPO14586	Baccharis crispa	Species	NA	NA	NA	NA	NA	41487	Baccharis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14588	Baccharis trimera	Species	NA	NA	NA	NA	NA	41487	Baccharis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14589	Teucrium divaricatum	Species	1132409	NA	NA	1132409	Teucrium divaricatum	21896	Teucrium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO1459	Euonymus mupinensis	Species	NA	NA	NA	NA	NA	4306	Euonymus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO14590	Ruta oreojasme	Species	452793	NA	NA	452793	Ruta oreojasme	37564	Ruta	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO14591	Rhabdodendron amazonicum	Species	63102	NA	NA	63102	Rhabdodendron amazonicum	63082	Rhabdodendron	63081	Rhabdodendraceae	33090	Viridiplantae	2759	Eukaryota
NPO14592	Cyclea atjehensis	Species	NA	NA	NA	NA	NA	152372	Cyclea	3455	Menispermaceae	33090	Viridiplantae	2759	Eukaryota
NPO14595	Lactarius torminosus	Species	152948	NA	NA	152948	Lactarius torminosus	34444	Lactarius	5401	Russulaceae	4751	Fungi	2759	Eukaryota
NPO14597	Prociphilus tessellatus	Species	236423	NA	NA	236423	Prociphilus tessellatus	133102	Prociphilus	30187	Pemphigidae	33208	Metazoa	2759	Eukaryota
NPO14598	Alternaria eichhorniae	Species	489833	NA	NA	489833	Alternaria eichhorniae	5598	Alternaria	28556	Pleosporaceae	4751	Fungi	2759	Eukaryota
NPO146	Heliotropium indicum	Species	248297	NA	NA	248297	Heliotropium indicum	21621	Heliotropium	1561072	Heliotropiaceae	33090	Viridiplantae	2759	Eukaryota
NPO1460	Rubus phoenicolasius	Species	75085	NA	NA	75085	Rubus phoenicolasius	23216	Rubus	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO14602	Vitex negundo	Species	361442	NA	NA	361442	Vitex negundo	54476	Vitex	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14603	Flindersia australis	Species	43713	NA	NA	43713	Flindersia australis	43712	Flindersia	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO14604	Dipteronia dyeriana	Species	168575	NA	NA	168575	Dipteronia dyeriana	43781	Dipteronia	910345	Aceraceae	33090	Viridiplantae	2759	Eukaryota
NPO14605	Glochidion thomsonii	Species	NA	NA	NA	NA	NA	271517	Glochidion	233880	Phyllanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO14606	Leucanthemella serotina	Species	99070	NA	NA	99070	Leucanthemella serotina	99069	Leucanthemella	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14608	Ralstonia solanacearum	Species	305	NA	NA	305	Ralstonia solanacearum	48736	Ralstonia	119060	Burkholderiaceae	NA	NA	2	Bacteria
NPO1461	Larix americana	Species	NA	NA	NA	NA	NA	3325	Larix	3318	Pinaceae	33090	Viridiplantae	2759	Eukaryota
NPO14610	Ophiopogon intermedius	Species	100504	NA	NA	100504	Ophiopogon intermedius	100502	Ophiopogon	40552	Asparagaceae	33090	Viridiplantae	2759	Eukaryota
NPO14611	Teucrium fragile	Species	NA	NA	NA	NA	NA	21896	Teucrium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14612	Cassia garrettiana	Species	NA	NA	NA	NA	NA	53851	Cassia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14613	Aromadendron elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14614	Kopsia longiflora	Species	NA	NA	NA	NA	NA	21101	Kopsia	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO14615	Streptomyces paulus	Species	285551	NA	NA	285551	Streptomyces paulus	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14615.2	Streptomyces paulus uc 5142	Subspecies	NA	NA	Streptomyces paulus UC 5142	285551	Streptomyces paulus	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14616	Uncaria kunstleri	Species	NA	NA	NA	NA	NA	43574	Uncaria	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14617	Aloe hijazensis	Species	NA	NA	NA	NA	NA	25641	Aloe	51383	Asphodelaceae	33090	Viridiplantae	2759	Eukaryota
NPO14619	Tylophora indica	Species	63500	NA	NA	63500	Tylophora indica	52863	Tylophora	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO1462	Amomum sulcatum	Species	NA	NA	NA	NA	NA	188482	Amomum	4642	Zingiberaceae	33090	Viridiplantae	2759	Eukaryota
NPO14620	Sedum alfredi	Species	NA	NA	NA	NA	NA	3784	Sedum	3781	Crassulaceae	33090	Viridiplantae	2759	Eukaryota
NPO14621	Cuminum cyminum	Species	52462	NA	NA	52462	Cuminum cyminum	52461	Cuminum	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14622	Micromonospora lacustris	Species	47867	NA	NA	47867	Micromonospora lacustris	1873	Micromonospora	28056	Micromonosporaceae	NA	NA	2	Bacteria
NPO14623	Senecio clevelandi	Species	NA	NA	NA	NA	NA	18794	Senecio	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14624	Pertusaria pseudocorallina	Species	NA	NA	NA	NA	NA	50932	Pertusaria	50931	Pertusariaceae	4751	Fungi	2759	Eukaryota
NPO14625	Santolina rosmarinifolia	Species	99098	NA	NA	99098	Santolina rosmarinifolia	41642	Santolina	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14626	Glechoma lungituba	Species	NA	NA	NA	NA	NA	21766	Glechoma	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14627	Caloscypha fulgens	Species	47187	NA	NA	47187	Caloscypha fulgens	47186	Caloscypha	221906	Caloscyphaceae	4751	Fungi	2759	Eukaryota
NPO14628	Rhinella spinulosa	Species	286097	NA	NA	286097	Rhinella spinulosa	651667	Rhinella	8382	Bufonidae	33208	Metazoa	2759	Eukaryota
NPO1463	Corethrodendron scoparium	Species	1402424	NA	NA	1402424	Corethrodendron scoparium	553689	Corethrodendron	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14630	Boronia ramosa	Species	1764353	NA	NA	1764353	Boronia ramosa	68528	Boronia	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO14631	Chlorella vulgaris	Species	3077	NA	NA	3077	Chlorella vulgaris	3071	Chlorella	35461	Chlorellaceae	33090	Viridiplantae	2759	Eukaryota
NPO14633	Tridacna maxima	Species	80832	NA	NA	80832	Tridacna maxima	52939	Tridacna	52938	Tridacnidae	33208	Metazoa	2759	Eukaryota
NPO14634	Artemisia balchanorum	Species	NA	NA	NA	NA	NA	4219	Artemisia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14635	Thalictrum squarrosum	Species	1084697	NA	NA	1084697	Thalictrum squarrosum	46968	Thalictrum	3440	Ranunculaceae	33090	Viridiplantae	2759	Eukaryota
NPO14636	Piper betel	Species	NA	NA	NA	NA	NA	13215	Piper	16739	Piperaceae	33090	Viridiplantae	2759	Eukaryota
NPO14637	Saussurea cordifolia	Species	NA	NA	NA	NA	NA	41629	Saussurea	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14638	Ferula polyantha	Species	NA	NA	NA	NA	NA	52470	Ferula	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO14639	Balanophora polyandra	Species	NA	NA	NA	NA	NA	25674	Balanophora	25673	Balanophoraceae	33090	Viridiplantae	2759	Eukaryota
NPO1464	Salix cheilophila	Species	688336	NA	NA	688336	Salix cheilophila	40685	Salix	3688	Salicaceae	33090	Viridiplantae	2759	Eukaryota
NPO14640	Uresiphita reversalis	Species	1889873	NA	NA	1889873	Uresiphita reversalis	582158	Uresiphita	268499	Crambidae	33208	Metazoa	2759	Eukaryota
NPO14642	Lichina pygmaea	Species	157483	NA	NA	157483	Lichina pygmaea	157482	Lichina	157478	Lichinaceae	4751	Fungi	2759	Eukaryota
NPO14643	Eriocephalus scariosus	Species	NA	NA	NA	NA	NA	99049	Eriocephalus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14644	Eucalyptus cinerea	Species	370640	NA	NA	370640	Eucalyptus cinerea	3932	Eucalyptus	3931	Myrtaceae	33090	Viridiplantae	2759	Eukaryota
NPO14647	Tylopilus felleus	Species	98230	NA	NA	98230	Tylopilus felleus	80671	Tylopilus	5368	Boletaceae	4751	Fungi	2759	Eukaryota
NPO14648	Aspilia hispidantha	Species	NA	NA	NA	NA	NA	505277	Aspilia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14649	Thais orbita	Species	NA	NA	NA	NA	NA	52924	Thais	39476	Muricidae	33208	Metazoa	2759	Eukaryota
NPO14650	Lobelia chinensis	Species	368926	NA	NA	368926	Lobelia chinensis	4382	Lobelia	4381	Campanulaceae	33090	Viridiplantae	2759	Eukaryota
NPO14651	Anthocercis frondosa	Species	NA	NA	NA	NA	NA	24605	Anthocercis	4070	Solanaceae	33090	Viridiplantae	2759	Eukaryota
NPO14652	Cussonia bojeri	Species	NA	NA	NA	NA	NA	46390	Cussonia	4050	Araliaceae	33090	Viridiplantae	2759	Eukaryota
NPO14653	Haliotis diversicolor	Species	36095	NA	NA	36095	Haliotis diversicolor	6452	Haliotis	6451	Haliotidae	33208	Metazoa	2759	Eukaryota
NPO14654	Rhododendron ledebourii	Species	880082	NA	NA	880082	Rhododendron ledebourii	4346	Rhododendron	4345	Ericaceae	33090	Viridiplantae	2759	Eukaryota
NPO14655	Stephania dicentrinifera	Species	1501457	NA	NA	1501457	Stephania dicentrinifera	147243	Stephania	3455	Menispermaceae	33090	Viridiplantae	2759	Eukaryota
NPO14656	Stephania abyssinica	Species	1184746	NA	NA	1184746	Stephania abyssinica	147243	Stephania	3455	Menispermaceae	33090	Viridiplantae	2759	Eukaryota
NPO14657	Claviceps paspali	Species	40601	NA	NA	40601	Claviceps paspali	5110	Claviceps	34397	Clavicipitaceae	4751	Fungi	2759	Eukaryota
NPO14659	Cereus pecten-aboriginum	Species	NA	NA	NA	NA	NA	396343	Cereus	227527	Sagartiidae	33208	Metazoa	2759	Eukaryota
NPO1466	Streptomyces viridochromogenes	Species	1938	NA	NA	1938	Streptomyces viridochromogenes	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO1466.10	Streptomyces viridochromogenes tü 494	Subspecies	NA	NA	Streptomyces viridochromogenes Tü 494	1938	Streptomyces viridochromogenes	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO1466.11	Streptomyces viridochromogenes tü 57	Subspecies	NA	NA	Streptomyces viridochromogenes Tü 57	1938	Streptomyces viridochromogenes	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO1466.13	Streptomyces viridochromogenes var. komabensis	Subspecies	NA	NA	Streptomyces viridochromogenes var. komabensis	1938	Streptomyces viridochromogenes	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO1466.9	Streptomyces viridochromogenes tü 2580	Subspecies	NA	NA	Streptomyces viridochromogenes Tü 2580	1938	Streptomyces viridochromogenes	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14660	Caulis mahoniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPO14661	Blepharis sindica	Species	NA	NA	NA	NA	NA	210325	Blepharis	4185	Acanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO14662	Lomatia longifolia	Species	NA	NA	NA	NA	NA	54944	Lomatia	4328	Proteaceae	33090	Viridiplantae	2759	Eukaryota
NPO14664	Stevia salicifolia	Species	558504	NA	NA	558504	Stevia salicifolia	55669	Stevia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14666	Ceratopetalum apetalum	Species	384952	NA	NA	384952	Ceratopetalum apetalum	3777	Ceratopetalum	3776	Cunoniaceae	33090	Viridiplantae	2759	Eukaryota
NPO14667	Cladonia boryi	Species	197136	NA	NA	197136	Cladonia boryi	5199	Cladonia	5198	Cladoniaceae	4751	Fungi	2759	Eukaryota
NPO14668	Trifolium hybrid	Species	NA	NA	NA	NA	NA	3898	Trifolium	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14669	Sclerotinia fructigena	Species	NA	NA	NA	NA	NA	5179	Sclerotinia	28983	Sclerotiniaceae	4751	Fungi	2759	Eukaryota
NPO1467	Wedelia prostrata	Species	318064	NA	NA	318064	Wedelia prostrata	183097	Wedelia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO14671.1	Streptomyces longisporoflavus dsm 10189	Subspecies	NA	NA	Streptomyces longisporoflavus DSM 10189	28044	Streptomyces longisporoflavus	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14671.4	Streptomyces longisporoflavus r-19	Subspecies	NA	NA	Streptomyces longisporoflavus R-19	28044	Streptomyces longisporoflavus	1883	Streptomyces	2062	Streptomycetaceae	NA	NA	2	Bacteria
NPO14672	Laurencia sp.	Species	1955333	NA	NA	1955333	Laurencia sp.	99900	Laurencia	2803	Rhodomelaceae	NA	NA	2759	Eukaryota
NPO14673	Lathyrus nissolia	Species	29752	NA	NA	29752	Lathyrus nissolia	3853	Lathyrus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO14674	Vallesia glabra	Species	NA	NA	NA	NA	NA	141626	Vallesia	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO14675	Nostoc linckia	Species	92942	NA	NA	92942	Nostoc linckia	1177	Nostoc	1162	Nostocaceae	NA	NA	2	Bacteria
NPO14676	Carissa edulis	Species	992661	NA	NA	992661	Carissa edulis	84860	Carissa	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO14677	Brachylaena neriifolia	Species	379209	NA	NA	379209	Brachylaena neriifolia	130238	Brachylaena	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
