2C2	(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID	(2S)-2-hydroxychromene-2-carboxylic acid	OC(=O)[C@@]1(O)Oc2ccccc2C=C1	OC(=O)[C@@]1(O)Oc2ccccc2C=C1	InChI=1S/C10H8O4/c11-9(12)10(13)6-5-7-3-1-2-4-8(7)14-10/h1-6,13H,(H,11,12)/t10-/m0/s1	LGYIZQLNYONEFJ-JTQLQIEISA-N	16122570	NONE	NONE	C10H8O4	192.17	0	22	1	23
2DX	(3S,8aR)-2-[(2S)-2-cyclohexyl-2-{[(2S)-2-(methylamino)butanoyl]amino}acetyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]octahydropyrrolo[1,2-a]pyrazine-3-carboxamide	(3S,8aR)-2-[(2S)-2-cyclohexyl-2-[[(2S)-2-(methylamino)butanoyl]amino]ethanoyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-3,4,6,7,8,8a-hexahydro-1H-pyrrolo[1,2-a]pyrazine-3-carboxamide	CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	InChI=1S/C30H45N5O4/c1-3-23(31-2)28(36)33-27(20-10-5-4-6-11-20)30(38)35-18-21-12-9-16-34(21)19-25(35)29(37)32-24-15-17-39-26-14-8-7-13-22(24)26/h7-8,13-14,20-21,23-25,27,31H,3-6,9-12,15-19H2,1-2H3,(H,32,37)(H,33,36)/t21-,23+,24-,25+,27+/m1/s1	MPXBKLQSQUXEDB-DPURIWRLSA-N	66972432	NONE	3094407	C30H45N5O4	539.71	0	84	5	88
2DY	(3S,10aS)-2-[(2S)-2-cyclohexyl-2-{[(2S)-2-(methylamino)butanoyl]amino}acetyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-1,2,3,4,10,10a-hexahydropyrazino[1,2-a]indole-3-carboxamide	(3S,10aS)-2-[(2S)-2-cyclohexyl-2-[[(2S)-2-(methylamino)butanoyl]amino]ethanoyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-3,4,10,10a-tetrahydro-1H-pyrazino[1,2-a]indole-3-carboxamide	CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3Cc4ccccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3Cc4ccccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	InChI=1S/C34H45N5O4/c1-3-26(35-2)32(40)37-31(22-11-5-4-6-12-22)34(42)39-20-24-19-23-13-7-9-15-28(23)38(24)21-29(39)33(41)36-27-17-18-43-30-16-10-8-14-25(27)30/h7-10,13-16,22,24,26-27,29,31,35H,3-6,11-12,17-21H2,1-2H3,(H,36,41)(H,37,40)/t24-,26-,27+,29-,31-/m0/s1	TYXHMZBEDPKUQY-HDFVOGAFSA-N	60198985	NONE	3094408	C34H45N5O4	587.75	0	88	5	93
2ET	N-[(7-hydroxy-4-methyl-2-oxo-2H-chromen-8-yl)methyl]-L-leucine	(2S)-4-methyl-2-[(4-methyl-7-oxidanyl-2-oxidanylidene-chromen-8-yl)methylamino]pentanoic acid	CC(C)C[C@H](NCc1c(O)ccc2C(=CC(=O)Oc12)C)C(O)=O	CC(C)C[C@H](NCc1c(O)ccc2C(=CC(=O)Oc12)C)C(O)=O	InChI=1S/C17H21NO5/c1-9(2)6-13(17(21)22)18-8-12-14(19)5-4-11-10(3)7-15(20)23-16(11)12/h4-5,7,9,13,18-19H,6,8H2,1-3H3,(H,21,22)/t13-/m0/s1	YPJLUCAXHFPZJD-ZDUSSCGKSA-N	5391672	NONE	3098769	C17H21NO5	319.35	0	44	1	45
2EX	(4R,4a'S,10a'S)-2-amino-8'-(2-fluoropyridin-3-yl)-1-methyl-3',4',4a',10a'-tetrahydro-1'H-spiro[imidazole-4,10'-pyrano[4,3-b]chromen]-5(1H)-one	(4aS,10R,10aS)-2'-azanyl-8-(2-fluoranylpyridin-3-yl)-3'-methyl-spiro[3,4,4a,10a-tetrahydro-1H-pyrano[4,3-b]chromene-10,5'-imidazole]-4'-one	CN1C(=N[C@@]2([C@H]3COCC[C@@H]3Oc4ccc(cc24)c5cccnc5F)C1=O)N	CN1C(=N[C@@]2([C@H]3COCC[C@@H]3Oc4ccc(cc24)c5cccnc5F)C1=O)N	InChI=1S/C20H19FN4O3/c1-25-18(26)20(24-19(25)22)13-9-11(12-3-2-7-23-17(12)21)4-5-15(13)28-16-6-8-27-10-14(16)20/h2-5,7,9,14,16H,6,8,10H2,1H3,(H2,22,24)/t14-,16-,20-/m0/s1	DWEUDIDNAOSEBW-UVFQYZLESA-N	56947421	NONE	3127106	C20H19FN4O3	382.39	0	47	3	51
2FF	(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone	[5-(aminomethyl)spiro[2H-1-benzofuran-3,4'-piperidine]-1'-yl]-[5-(2-phenylethynyl)furan-2-yl]methanone	NCc1ccc2OCC3(CCN(CC3)C(=O)c4oc(cc4)C#Cc5ccccc5)c2c1	NCc1ccc2OCC3(CCN(CC3)C(=O)c4oc(cc4)C#Cc5ccccc5)c2c1	InChI=1S/C26H24N2O3/c27-17-20-7-10-23-22(16-20)26(18-30-23)12-14-28(15-13-26)25(29)24-11-9-21(31-24)8-6-19-4-2-1-3-5-19/h1-5,7,9-11,16H,12-15,17-18,27H2	YKTUSHSSKIWDRY-UHFFFAOYSA-N	24180717	NONE	255590	C26H24N2O3	412.48	0	55	0	59
2FZ	(3R,4S)-4-[(4-fluorobenzoyl)amino]-6-[4-(oxetan-3-yl)piperazin-1-yl]-3,4-dihydro-2H-chromen-3-yl methylcarbamate	[(3R,4S)-4-[(4-fluorophenyl)carbonylamino]-6-[4-(oxetan-3-yl)piperazin-1-yl]-3,4-dihydro-2H-chromen-3-yl] N-methylcarbamate	CNC(=O)O[C@H]1COc2ccc(cc2[C@@H]1NC(=O)c3ccc(F)cc3)N4CCN(CC4)C5COC5	CNC(=O)O[C@H]1COc2ccc(cc2[C@@H]1NC(=O)c3ccc(F)cc3)N4CCN(CC4)C5COC5	InChI=1S/C25H29FN4O5/c1-27-25(32)35-22-15-34-21-7-6-18(29-8-10-30(11-9-29)19-13-33-14-19)12-20(21)23(22)28-24(31)16-2-4-17(26)5-3-16/h2-7,12,19,22-23H,8-11,13-15H2,1H3,(H,27,32)(H,28,31)/t22-,23-/m0/s1	NDEBZCZEAVMSQF-GOTSBHOMSA-N	67475270	NONE	3342553	C25H29FN4O5	484.52	0	64	2	68
2R4	8-(dibenzo[b,d]thiophen-4-yl)-2-(morpholin-4-yl)-4H-chromen-4-one	8-dibenzothiophen-4-yl-2-morpholin-4-yl-chromen-4-one	O=C1C=C(Oc2c1cccc2c3cccc4c3sc5ccccc45)N6CCOCC6	O=C1C=C(Oc2c1cccc2c3cccc4c3sc5ccccc45)N6CCOCC6	InChI=1S/C25H19NO3S/c27-21-15-23(26-11-13-28-14-12-26)29-24-17(6-3-9-20(21)24)19-8-4-7-18-16-5-1-2-10-22(16)30-25(18)19/h1-10,15H,11-14H2	JAMULYFATHSZJM-UHFFFAOYSA-N	11327430	91361	188678	C25H19NO3S	413.49	0	49	0	54
2TC	(4S,4AS,6S,8AS)-6-[(1S)-7-CHLORO-4-HYDROXY-1-METHYL-3-OXO-1,3-DIHYDRO-2-BENZOFURAN-1-YL]-4-(DIMETHYLAMINO)-3,8A-DIHYDROXY-1,8-DIOXO-1,4,4A,5,6,7,8,8A-OCTAHYDRONAPHTHALENE-2-CARBONITRILE	(4S,4aS,6S,8aS)-6-[(1S)-7-chloro-4-hydroxy-1-methyl-3-oxo-2-benzofuran-1-yl]-4-dimethylamino-3,8a-dihydroxy-1,8-dioxo-4a,5,6,7-tetrahydro-4H-naphthalene-2-carbonitrile	CN(C)[C@H]1[C@@H]2C[C@@H](CC(=O)[C@]2(O)C(=O)C(=C1O)C#N)[C@]3(C)OC(=O)c4c(O)ccc(Cl)c34	CN(C)[C@H]1[C@@H]2C[C@@H](CC(=O)[C@]2(O)C(=O)C(=C1O)C#N)[C@]3(C)OC(=O)c4c(O)ccc(Cl)c34	InChI=1S/C22H21ClN2O7/c1-21(16-12(23)4-5-13(26)15(16)20(30)32-21)9-6-11-17(25(2)3)18(28)10(8-24)19(29)22(11,31)14(27)7-9/h4-5,9,11,17,26,28,31H,6-7H2,1-3H3/t9-,11-,17-,21-,22-/m0/s1	LLGMOYSDYFLOGF-REEKZYMCSA-N	NONE	NONE	NONE	C22H21ClN2O7	460.86	0	53	5	56
2UR	(2R)-5-fluoro-2-methyl-2,3-dihydro-1-benzofuran-7-carboxamide	(2R)-5-fluoranyl-2-methyl-2,3-dihydro-1-benzofuran-7-carboxamide	C[C@@H]1Cc2cc(F)cc(C(N)=O)c2O1	C[C@@H]1Cc2cc(F)cc(C(N)=O)c2O1	InChI=1S/C10H10FNO2/c1-5-2-6-3-7(11)4-8(10(12)13)9(6)14-5/h3-5H,2H2,1H3,(H2,12,13)/t5-/m1/s1	ZPHKBVTUIABAIO-RXMQYKEDSA-N	74983349	NONE	3290460	C10H10FNO2	195.19	0	24	1	25
2US	(2Z)-2-(2,4-dihydroxybenzylidene)-3-oxo-2,3-dihydro-1-benzofuran-7-carboxamide	(2Z)-2-[[2,4-bis(oxidanyl)phenyl]methylidene]-3-oxidanylidene-1-benzofuran-7-carboxamide	NC(=O)c1cccc2C(=O)\C(Oc12)=C\c3ccc(O)cc3O	NC(=O)c1cccc2C(=O)\C(Oc12)=C\c3ccc(O)cc3O	InChI=1S/C16H11NO5/c17-16(21)11-3-1-2-10-14(20)13(22-15(10)11)6-8-4-5-9(18)7-12(8)19/h1-7,18-19H,(H2,17,21)/b13-6-	IANCBPDHSPOPRZ-MLPAPPSSSA-N	90644841	NONE	3290477	C16H11NO5	297.26	0	33	0	35
2UT	(2Z)-2-{4-[2-(morpholin-4-yl)ethoxy]benzylidene}-3-oxo-2,3-dihydro-1-benzofuran-7-carboxamide	(2Z)-2-[[4-(2-morpholin-4-ylethoxy)phenyl]methylidene]-3-oxidanylidene-1-benzofuran-7-carboxamide	NC(=O)c1cccc2C(=O)\C(Oc12)=C\c3ccc(OCCN4CCOCC4)cc3	NC(=O)c1cccc2C(=O)\C(Oc12)=C\c3ccc(OCCN4CCOCC4)cc3	InChI=1S/C22H22N2O5/c23-22(26)18-3-1-2-17-20(25)19(29-21(17)18)14-15-4-6-16(7-5-15)28-13-10-24-8-11-27-12-9-24/h1-7,14H,8-13H2,(H2,23,26)/b19-14-	HKLACZHOKMVNEF-RGEXLXHISA-N	90644847	NONE	3290483	C22H22N2O5	394.42	0	51	0	54
2X4	(4R,4a'S,10a'S)-7'-(5-chloropyridin-3-yl)-3',4',4a',10a'-tetrahydro-1'H-spiro[1,3-oxazole-4,5'-pyrano[3,4-b]chromen]-2-amine	(4aS,5R,10aS)-7-(5-chloranylpyridin-3-yl)spiro[3,4,4a,10a-tetrahydro-1H-pyrano[3,4-b]chromene-5,4'-5H-1,3-oxazole]-2'-amine	NC1=N[C@]2(CO1)[C@@H]3CCOC[C@H]3Oc4ccc(cc24)c5cncc(Cl)c5	NC1=N[C@]2(CO1)[C@@H]3CCOC[C@H]3Oc4ccc(cc24)c5cncc(Cl)c5	InChI=1S/C19H18ClN3O3/c20-13-5-12(7-22-8-13)11-1-2-16-15(6-11)19(10-25-18(21)23-19)14-3-4-24-9-17(14)26-16/h1-2,5-8,14,17H,3-4,9-10H2,(H2,21,23)/t14-,17-,19-/m1/s1	BGRWOLNAPSRJIS-LSBZLQRGSA-N	67950044	NONE	3265330	C19H18ClN3O3	371.82	0	44	3	48
2X5	(4R,4a'R,10a'R)-7'-(5-chloropyridin-3-yl)-3',4',4a',10a'-tetrahydro-1'H-spiro[1,3-oxazole-4,5'-pyrano[3,4-b]chromen]-2-amine	(4aR,5R,10aR)-7-(5-chloranylpyridin-3-yl)spiro[3,4,4a,10a-tetrahydro-1H-pyrano[3,4-b]chromene-5,4'-5H-1,3-oxazole]-2'-amine	NC1=N[C@]2(CO1)[C@H]3CCOC[C@@H]3Oc4ccc(cc24)c5cncc(Cl)c5	NC1=N[C@]2(CO1)[C@H]3CCOC[C@@H]3Oc4ccc(cc24)c5cncc(Cl)c5	InChI=1S/C19H18ClN3O3/c20-13-5-12(7-22-8-13)11-1-2-16-15(6-11)19(10-25-18(21)23-19)14-3-4-24-9-17(14)26-16/h1-2,5-8,14,17H,3-4,9-10H2,(H2,21,23)/t14-,17-,19+/m0/s1	BGRWOLNAPSRJIS-UCLAIMLFSA-N	67950241	NONE	3265335	C19H18ClN3O3	371.82	0	44	3	48
2YB	[(3S)-6-({2',6'-dimethyl-4'-[3-(methylsulfonyl)propoxy]biphenyl-3-yl}methoxy)-2,3-dihydro-1-benzofuran-3-yl]acetic acid	2-[(3S)-6-[[3-[2,6-dimethyl-4-(3-methylsulfonylpropoxy)phenyl]phenyl]methoxy]-2,3-dihydro-1-benzofuran-3-yl]ethanoic acid	Cc1cc(OCCC[S](C)(=O)=O)cc(C)c1c2cccc(COc3ccc4[C@@H](COc4c3)CC(O)=O)c2	Cc1cc(OCCC[S](C)(=O)=O)cc(C)c1c2cccc(COc3ccc4[C@@H](COc4c3)CC(O)=O)c2	InChI=1S/C29H32O7S/c1-19-12-25(34-10-5-11-37(3,32)33)13-20(2)29(19)22-7-4-6-21(14-22)17-35-24-8-9-26-23(15-28(30)31)18-36-27(26)16-24/h4,6-9,12-14,16,23H,5,10-11,15,17-18H2,1-3H3,(H,30,31)/t23-/m1/s1	BZCALJIHZVNMGJ-HSZRJFAPSA-N	24857286	NONE	1829174	C29H32O7S	524.63	0	69	1	72
307	6,7-DIMETHYL-3-[(METHYL{2-[METHYL({1-[3-(TRIFLUOROMETHYL)PHENYL]-1H-INDOL-3-YL}METHYL)AMINO]ETHYL}AMINO)METHYL]-4H-CHROMEN-4-ONE	6,7-dimethyl-3-[[methyl-[2-[methyl-[[1-[3-(trifluoromethyl)phenyl]indol-3-yl]methyl]amino]ethyl]amino]methyl]chromen-4-one	CN(CCN(C)Cc1cn(c2cccc(c2)C(F)(F)F)c3ccccc13)CC4=COc5cc(C)c(C)cc5C4=O	CN(CCN(C)Cc1cn(c2cccc(c2)C(F)(F)F)c3ccccc13)CC4=COc5cc(C)c(C)cc5C4=O	InChI=1S/C32H32F3N3O2/c1-21-14-28-30(15-22(21)2)40-20-24(31(28)39)18-37(4)13-12-36(3)17-23-19-38(29-11-6-5-10-27(23)29)26-9-7-8-25(16-26)32(33,34)35/h5-11,14-16,19-20H,12-13,17-18H2,1-4H3	JZNXLPPJRFFECJ-UHFFFAOYSA-N	5327044	NONE	255489	C32H32F3N3O2	547.61	0	72	0	76
31J	7-hydroxy-6-methoxy-3-[2-(2-methoxyethoxy)ethyl]-4,8-dimethyl-2H-chromen-2-one	6-methoxy-3-[2-(2-methoxyethoxy)ethyl]-4,8-dimethyl-7-oxidanyl-chromen-2-one	COCCOCCC1=C(C)c2cc(OC)c(O)c(C)c2OC1=O	COCCOCCC1=C(C)c2cc(OC)c(O)c(C)c2OC1=O	InChI=1S/C17H22O6/c1-10-12(5-6-22-8-7-20-3)17(19)23-16-11(2)15(18)14(21-4)9-13(10)16/h9,18H,5-8H2,1-4H3	CREFVEORJKJSQY-UHFFFAOYSA-N	77068226	NONE	NONE	C17H22O6	322.35	0	45	0	46
31R	3-(7-hydroxy-2-oxo-4-phenyl-2H-chromen-6-yl)propanoic acid	3-(7-oxidanyl-2-oxidanylidene-4-phenyl-chromen-6-yl)propanoic acid	OC(=O)CCc1cc2c(OC(=O)C=C2c3ccccc3)cc1O	OC(=O)CCc1cc2c(OC(=O)C=C2c3ccccc3)cc1O	InChI=1S/C18H14O5/c19-15-10-16-14(8-12(15)6-7-17(20)21)13(9-18(22)23-16)11-4-2-1-3-5-11/h1-5,8-10,19H,6-7H2,(H,20,21)	ANHFSWPHLAPWBN-UHFFFAOYSA-N	39878531	NONE	NONE	C18H14O5	310.30	0	37	0	39
371	2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE	2-(3,4-dihydroxyphenyl)-8-(1,1-dioxo-1,2-thiazolidin-2-yl)-3-hydroxy-6-methyl-chromen-4-one	Cc1cc(N2CCC[S]2(=O)=O)c3OC(=C(O)C(=O)c3c1)c4ccc(O)c(O)c4	Cc1cc(N2CCC[S]2(=O)=O)c3OC(=C(O)C(=O)c3c1)c4ccc(O)c(O)c4	InChI=1S/C19H17NO7S/c1-10-7-12-16(23)17(24)18(11-3-4-14(21)15(22)9-11)27-19(12)13(8-10)20-5-2-6-28(20,25)26/h3-4,7-9,21-22,24H,2,5-6H2,1H3	CEXBEGBNDJVZPK-UHFFFAOYSA-N	15942652	NONE	232557	C19H17NO7S	403.41	0	45	0	48
3A9	2,3-dihydro-1-benzofuran-5-carboxylic acid	2,3-dihydro-1-benzofuran-5-carboxylic acid	OC(=O)c1ccc2OCCc2c1	OC(=O)c1ccc2OCCc2c1	InChI=1S/C9H8O3/c10-9(11)7-1-2-8-6(5-7)3-4-12-8/h1-2,5H,3-4H2,(H,10,11)	YXYOLVAXVPOIMA-UHFFFAOYSA-N	676583	NONE	NONE	C9H8O3	164.16	0	20	0	21
3J9	(4R,4a'S,10a'R)-8'-(2-fluoropyridin-3-yl)-4a'-methyl-3',4',4a',10a'-tetrahydro-2'H-spiro[1,3-oxazole-4,10'-pyrano[3,2-b]chromen]-2-amine	(4aS,10R,10aR)-8-(2-fluoranylpyridin-3-yl)-4a-methyl-spiro[2,3,4,10a-tetrahydropyrano[3,2-b]chromene-10,4'-5H-1,3-oxazole]-2'-amine	C[C@]12CCCO[C@@H]1[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cccnc5F	C[C@]12CCCO[C@@H]1[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cccnc5F	InChI=1S/C20H20FN3O3/c1-19-7-3-9-25-17(19)20(11-26-18(22)24-20)14-10-12(5-6-15(14)27-19)13-4-2-8-23-16(13)21/h2,4-6,8,10,17H,3,7,9,11H2,1H3,(H2,22,24)/t17-,19-,20-/m0/s1	DMNHLGOPJBTFQJ-IHPCNDPISA-N	67950186	NONE	3357661	C20H20FN3O3	369.39	0	47	3	51
3UW	(4S,4a'S,10a'R)-2-amino-8'-(2-fluoropyridin-3-yl)-1-methyl-3',4',4a',10a'-tetrahydro-2'H-spiro[imidazole-4,10'-pyrano[3,2-b]chromen]-5(1H)-one	(4aS,10S,10aR)-2'-azanyl-8-(2-fluoranylpyridin-3-yl)-3'-methyl-spiro[3,4,4a,10a-tetrahydro-2H-pyrano[3,2-b]chromene-10,5'-imidazole]-4'-one	CN1C(=N[C@@]2([C@H]3OCCC[C@@H]3Oc4ccc(cc24)c5cccnc5F)C1=O)N	CN1C(=N[C@@]2([C@H]3OCCC[C@@H]3Oc4ccc(cc24)c5cccnc5F)C1=O)N	InChI=1S/C20H19FN4O3/c1-25-18(26)20(24-19(25)22)13-10-11(12-4-2-8-23-17(12)21)6-7-14(13)28-15-5-3-9-27-16(15)20/h2,4,6-8,10,15-16H,3,5,9H2,1H3,(H2,22,24)/t15-,16-,20-/m0/s1	GZRDWAATBYKNGI-FTRWYGJKSA-N	56948072	NONE	3357656	C20H19FN4O3	382.39	0	47	3	51
3UX	(4S,4a'R,10a'S)-2-amino-8'-(2-fluoropyridin-3-yl)-1,4a'-dimethyl-3',4',4a',10a'-tetrahydro-2'H-spiro[imidazole-4,10'-pyrano[3,2-b]chromen]-5(1H)-one	(4aR,10S,10aS)-2'-azanyl-8-(2-fluoranylpyridin-3-yl)-3',4a-dimethyl-spiro[2,3,4,10a-tetrahydropyrano[3,2-b]chromene-10,5'-imidazole]-4'-one	CN1C(=N[C@@]2([C@@H]3OCCC[C@@]3(C)Oc4ccc(cc24)c5cccnc5F)C1=O)N	CN1C(=N[C@@]2([C@@H]3OCCC[C@@]3(C)Oc4ccc(cc24)c5cccnc5F)C1=O)N	InChI=1S/C21H21FN4O3/c1-20-8-4-10-28-17(20)21(18(27)26(2)19(23)25-21)14-11-12(6-7-15(14)29-20)13-5-3-9-24-16(13)22/h3,5-7,9,11,17H,4,8,10H2,1-2H3,(H2,23,25)/t17-,20-,21+/m1/s1	RYCBSDWTFORSET-UIFIKXQLSA-N	56947698	NONE	3357659	C21H21FN4O3	396.42	0	50	3	54
3UY	(4R,4a'R,10a'S)-8'-(2-fluoropyridin-3-yl)-4a'-methyl-3',4',4a',10a'-tetrahydro-2'H-spiro[1,3-oxazole-4,10'-pyrano[3,2-b]chromen]-2-amine	(4aR,10R,10aS)-8-(2-fluoranylpyridin-3-yl)-4a-methyl-spiro[2,3,4,10a-tetrahydropyrano[3,2-b]chromene-10,4'-5H-1,3-oxazole]-2'-amine	C[C@@]12CCCO[C@H]1[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cccnc5F	C[C@@]12CCCO[C@H]1[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cccnc5F	InChI=1S/C20H20FN3O3/c1-19-7-3-9-25-17(19)20(11-26-18(22)24-20)14-10-12(5-6-15(14)27-19)13-4-2-8-23-16(13)21/h2,4-6,8,10,17H,3,7,9,11H2,1H3,(H2,22,24)/t17-,19-,20+/m1/s1	DMNHLGOPJBTFQJ-RLLQIKCJSA-N	67971215	NONE	3357662	C20H20FN3O3	369.39	0	47	3	51
596	(2Z)-2-(1H-indazol-3-ylmethylidene)-6-methoxy-7-(piperazin-1-ylmethyl)-1-benzofuran-3(2H)-one	(2Z)-2-(1H-indazol-3-ylmethylidene)-6-methoxy-7-(piperazin-1-ylmethyl)-1-benzofuran-3-one	COc1ccc2C(=O)C(/Oc2c1CN3CCNCC3)=C/c4n[nH]c5ccccc45	COc1ccc2C(=O)C(/Oc2c1CN3CCNCC3)=C/c4n[nH]c5ccccc45	InChI=1S/C22H22N4O3/c1-28-19-7-6-15-21(27)20(12-18-14-4-2-3-5-17(14)24-25-18)29-22(15)16(19)13-26-10-8-23-9-11-26/h2-7,12,23H,8-11,13H2,1H3,(H,24,25)/b20-12-	HZMQZYRYZGLOKJ-NDENLUEZSA-N	60155784	NONE	NONE	C22H22N4O3	390.44	0	51	0	55
923	(5Z)-4-hydroxy-3-[(2R)-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-5-yl]-5-{[(2R)-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-5-yl]methylidene}furan-2(5H)-one	(5Z)-4-oxidanyl-3-[(2R)-2-(2-oxidanylpropan-2-yl)-2,3-dihydro-1-benzofuran-5-yl]-5-[[(2R)-2-(2-oxidanylpropan-2-yl)-2,3-dihydro-1-benzofuran-5-yl]methylidene]furan-2-one	CC(C)(O)[C@H]1Cc2cc(ccc2O1)\C=C3/OC(=O)C(=C3O)c4ccc5O[C@H](Cc5c4)C(C)(C)O	CC(C)(O)[C@H]1Cc2cc(ccc2O1)\C=C3/OC(=O)C(=C3O)c4ccc5O[C@H](Cc5c4)C(C)(C)O	InChI=1S/C27H28O7/c1-26(2,30)21-12-16-9-14(5-7-18(16)32-21)10-20-24(28)23(25(29)34-20)15-6-8-19-17(11-15)13-22(33-19)27(3,4)31/h5-11,21-22,28,30-31H,12-13H2,1-4H3/b20-10-/t21-,22-/m1/s1	YPXKKOMPEGAWMY-JQOCIHOLSA-N	137348780	NONE	NONE	C27H28O7	464.51	0	62	2	66
9X0	N-(cyclohexylmethyl)-4-oxo-4H-1-benzopyran-2-carboxamide	~{N}-(cyclohexylmethyl)-4-oxidanylidene-chromene-2-carboxamide	O=C(NCC1CCCCC1)C2=CC(=O)c3ccccc3O2	O=C(NCC1CCCCC1)C2=CC(=O)c3ccccc3O2	InChI=1S/C17H19NO3/c19-14-10-16(21-15-9-5-4-8-13(14)15)17(20)18-11-12-6-2-1-3-7-12/h4-5,8-10,12H,1-3,6-7,11H2,(H,18,20)	ZNVNVRHEGZKDAE-UHFFFAOYSA-N	2400619	NONE	549020	C17H19NO3	285.34	0	40	0	42
A0R	2',4'-dihydroxy-2-methoxychalcone	(~{E})-1-[2,4-bis(oxidanyl)phenyl]-3-(2-methoxyphenyl)prop-2-en-1-one	COc1ccccc1\C=C\C(=O)c2ccc(O)cc2O	COc1ccccc1\C=C\C(=O)c2ccc(O)cc2O	InChI=1S/C16H14O4/c1-20-16-5-3-2-4-11(16)6-9-14(18)13-8-7-12(17)10-15(13)19/h2-10,17,19H,1H3/b9-6+	ODLVGCCGMXGMGZ-RMKNXTFCSA-N	6161915	NONE	575499	C16H14O4	270.28	0	34	0	35
AFN	8,9-DIHYDRO-9-HYDROXY-AFLATOXIN B1	n/a	COc1cc2O[C@H]3OC[C@H](O)[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14	COc1cc2O[C@H]3OC[C@H](O)[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14	InChI=1S/C17H14O7/c1-21-9-4-10-14(13-8(19)5-22-17(13)23-10)15-12(9)6-2-3-7(18)11(6)16(20)24-15/h4,8,13,17,19H,2-3,5H2,1H3/t8-,13-,17+/m0/s1	GACWFTLPANAFAK-GVLSTKRJSA-N	5287635	NONE	NONE	C17H14O7	330.29	0	38	3	42
AFT	AFLATOXIN B1	n/a	COc1cc2O[C@H]3OC=C[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14	COc1cc2O[C@H]3OC=C[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14	InChI=1S/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3/t8-,17+/m0/s1	OQIQSTLJSLGHID-WNWIJWBNSA-N	186907	2504	1697694	C17H12O6	312.27	0	35	2	39
AJA	(6AR,10AR)-3-(1,1-DIMETHYLHEPTYL)-1-HYDROXY-6,6-DIMETHYL-6A,7,10,10A-TETRAHYDRO-6H-BENZO[C]CHROMENE-9-CARBOXYLIC ACID	(6aR,10aR)-1-hydroxy-6,6-dimethyl-3-(2-methyloctan-2-yl)-6a,7,10,10a-tetrahydrobenzo[c]chromene-9-carboxylic acid	CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C(O)=O	CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C(O)=O	InChI=1S/C25H36O4/c1-6-7-8-9-12-24(2,3)17-14-20(26)22-18-13-16(23(27)28)10-11-19(18)25(4,5)29-21(22)15-17/h10,14-15,18-19,26H,6-9,11-13H2,1-5H3,(H,27,28)/t18-,19-/m1/s1	YCHYFHOSGQABSW-RTBURBONSA-N	3083542	NONE	456341	C25H36O4	400.55	0	65	2	67
AO7	4-oxo-4H-1-benzopyran-2-carboxylic acid	4-oxidanylidenechromene-2-carboxylic acid	OC(=O)C1=CC(=O)c2ccccc2O1	OC(=O)C1=CC(=O)c2ccccc2O1	InChI=1S/C10H6O4/c11-7-5-9(10(12)13)14-8-4-2-1-3-6(7)8/h1-5H,(H,12,13)	RVMGXWBCQGAWBR-UHFFFAOYSA-N	2741	113552	83628	C10H6O4	190.15	0	20	0	21
