Triticum aestivum, 123187330, phenylalanine ammonia-lyase-like  [EC], ['EC:4.3.1.24'], KO:K10775
Triticum aestivum, 123145991, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123165440, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123187220, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123187221, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123128840, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123147928, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123148226, probable cinnamyl alcohol dehydrogenase 5 isoform X1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123131242, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123167340, probable cinnamyl alcohol dehydrogenase 5 isoform X1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123080430, probable cinnamyl alcohol dehydrogenase 1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123040343, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123040366, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123063241, probable cinnamyl alcohol dehydrogenase 1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123048494, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123051261, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123067806, probable cinnamyl alcohol dehydrogenase 1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123136821, probable cinnamyl alcohol dehydrogenase  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123156059, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123139303, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123139305, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123139308, probable cinnamyl alcohol dehydrogenase 5  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123072149, probable cinnamyl alcohol dehydrogenase 1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123161192, probable cinnamyl alcohol dehydrogenase 5 isoform X1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123127221, probable cinnamyl alcohol dehydrogenase  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 100682433, probable cinnamyl alcohol dehydrogenase  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123184509, probable cinnamyl alcohol dehydrogenase 6  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 123075349, probable cinnamyl alcohol dehydrogenase 1  [EC], ['EC:1.1.1.195'], KO:K00083
Triticum aestivum, 100415869, 1-Cys peroxiredoxin PER1  [EC], ['EC:1.11.1.7', 'EC:1.11.1.27', 'EC:3.1.1.-'], KO:K11188
Triticum aestivum, 543108, 1-Cys peroxiredoxin PER1  [EC], ['EC:1.11.1.7', 'EC:1.11.1.27', 'EC:3.1.1.-'], KO:K11188
Triticum aestivum, 123043697, cationic peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 543365, peroxidase  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043698, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043701, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 543287, peroxidase 1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 100192163, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043704, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043705, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043706, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123043707, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123044039, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058109, peroxidase P7-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058113, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058134, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058450, putative Peroxidase 48 isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058620, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058621, peroxidase 2-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058622, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058623, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058838, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058971, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058972, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123058982, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123075844, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123076278, peroxidase 42-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123076867, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123093775, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123111371, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123128366, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123128512, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123145482, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123145523, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123145638, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165141, peroxidase 16-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165392, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165402, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165410, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165418, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165422, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186686, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 606365, peroxidase 12  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186689, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186690, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186691, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186695, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186698, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186699, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186703, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186704, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186812, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123186813, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123059524, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123059525, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123059529, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123059535, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123059543, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123077624, peroxidase 25-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078096, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078097, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078099, peroxidase 49-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078101, peroxidase 15-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078151, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094147, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094250, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094364, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094434, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094601, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094646, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094689, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094835, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094836, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123094846, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095027, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095028, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123128978, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123129319, peroxidase 16-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123146891, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123146925, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165861, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165910, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123165912, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 542955, cationic peroxidase SPC4  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166107, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166196, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123187495, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123187496, peroxidase 2-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 543313, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123187497, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 543312, peroxidase 2  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123187501, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123187502, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123045090, peroxidase 51-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123045148, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061023, peroxidase 49-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061025, peroxidase 9-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061026, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061031, peroxidase 15-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061077, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078760, peroxidase 19-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123078819, putative Peroxidase 48 isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095154, peroxidase 44-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095242, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095258, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095274, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095306, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 100415849, peroxidase 1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095353, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123095364, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123112275, peroxidase 17-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123112512, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123112586, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130021, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130109, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130110, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130111, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130113, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130114, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130127, cationic peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130241, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130366, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123130984, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123147832, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123147949, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123147953, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123147954, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166288, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166370, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166459, peroxidase 39-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166439, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166538, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166531, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166586, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166621, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166692, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123166910, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167007, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167064, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167122, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123188873, peroxidase 51-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123045698, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123045918, peroxidase 46-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061385, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123061400, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123079302, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123079304, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123079411, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096343, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096380, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096388, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096398, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096406, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096414, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096471, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096472, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123096791, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123113412, peroxidase 35-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123131236, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123131237, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123148707, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123148753, peroxidase 16-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123148979, peroxidase 39-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123148981, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123149179, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167286, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167639, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167675, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123167912, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168167, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168223, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123189483, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123189671, peroxidase 46-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123038290, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123046833, peroxidase 1-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123047021, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123062187, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123062278, peroxidase 56-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123079825, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123132381, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123132392, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123133392, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123133394, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123150095, peroxidase 11-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123150111, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168516, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168526, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168686, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168716, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168741, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168802, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168804, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168896, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123168956, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169043, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169075, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169185, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169245, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169288, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169347, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169395, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123190266, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123190339, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123039730, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040474, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040475, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040476, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040477, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040478, peroxidase 21-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040632, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040634, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040636, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040637, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040639, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040643, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040644, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040901, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040903, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040904, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040908, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040909, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040912, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123040915, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123080876, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123080878, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123080888, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123081658, peroxidase 44-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123081783, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123081903, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123081919, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123081928, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123098140, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123098142, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123098442, peroxidase 44-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123115454, peroxidase 42-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123133396, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123133427, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123134543, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123134591, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123151125, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169540, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169732, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169869, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169875, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169907, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum aestivum, 123169908, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
